"Biomarkers for right hand group from scores plot","VIP","Name"
"gene.Y880_RS19035",1.89851759076231,NA
"gene.Y880_RS19110",1.69962378639032,NA
"gene.Y880_RS19120",1.5771843520502,"xth"
"gene.Y880_RS19170",1.59006117639036,NA
"gene.Y880_RS19225",1.76497009252759,NA
"gene.Y880_RS19230",1.57387236778757,NA
"gene.Y880_RS19280",1.76864055749968,NA
"gene.Y880_RS19295",1.69555971729629,NA
"gene.Y880_RS19300",1.85465127079086,NA
"gene.Y880_RS19305",1.72812081449795,NA
"gene.Y880_RS19315",1.7174142691645,NA
"gene.Y880_RS19835",1.55109411031596,NA
"gene.Y880_RS19975",1.54797864863595,NA
"gene.Y880_RS20010",1.74353453236903,NA
"gene.Y880_RS20065",1.87622482344233,NA
"gene.Y880_RS20070",1.98285745438873,NA
"gene.Y880_RS20075",2.11918168242377,"feoB"
"gene.Y880_RS20080",1.98073174784526,NA
"gene.Y880_RS20105",1.64047668986233,NA
"gene.Y880_RS20185",1.67917815286591,NA
"gene.Y880_RS20255",1.65225840234309,NA
"gene.Y880_RS20780",1.63073761787359,NA
"gene.Y880_RS20895",1.72720372130203,NA
"gene.Y880_RS21015",1.81321269445891,NA
"gene.Y880_RS21335",1.72881603851159,NA
"gene.Y880_RS21340",2.08576099734013,NA
"gene.Y880_RS21415",1.73146664852103,NA
"gene.Y880_RS21490",2.00177905192363,NA
"gene.Y880_RS21625",1.70730440501548,NA
"gene.Y880_RS21675",2.33127539916892,NA
"gene.Y880_RS21930",1.59647383507258,NA
"gene.Y880_RS21935",1.89608459593517,NA
"gene.Y880_RS21955",1.58459433501893,NA
"gene.Y880_RS22015",1.88500531110595,NA
"gene.Y880_RS22020",2.07751519328357,NA
"gene.Y880_RS22025",1.91231495561425,NA
"gene.Y880_RS22040",1.67142825064991,NA
"gene.Y880_RS22055",1.93624681621792,NA
"gene.Y880_RS22060",1.61178092372683,NA
"gene.Y880_RS22315",1.56521913717802,NA
"gene.Y880_RS22365",1.86881232459543,"speD"
"gene.Y880_RS22370",1.81245178134305,NA
"gene.Y880_RS22375",1.85497506515222,NA
"gene.Y880_RS22380",1.91671445113951,NA
"gene.Y880_RS22385",1.81851547661213,NA
"gene.Y880_RS22410",1.93030490064435,NA
"gene.Y880_RS22415",1.90077953478708,NA
"gene.Y880_RS22435",1.59435591638552,NA
"gene.Y880_RS22570",1.66906157039978,NA
"gene.Y880_RS22625",1.64598841869839,NA
"gene.Y880_RS22675",1.6022515937229,NA
"gene.Y880_RS22690",1.70302379239714,NA
"gene.Y880_RS22695",1.7560384409911,NA
"gene.Y880_RS22875",1.71174451694988,NA
"gene.Y880_RS22895",1.84221156951366,NA
"gene.Y880_RS22900",1.98681740020677,NA
"gene.Y880_RS22995",1.68095592729032,NA
"gene.Y880_RS23150",1.67122434594625,NA
"gene.Y880_RS23385",1.71446928411741,NA
"gene.Y880_RS23390",1.62225077785706,NA
"gene.Y880_RS23395",1.58653149050734,NA
"gene.Y880_RS23505",1.58459438004075,NA
"gene.Y880_RS23510",1.87633921136609,NA
"gene.Y880_RS23515",2.40938374470684,"asnB"
"gene.Y880_RS23520",1.55437652534108,NA
"gene.Y880_RS24100",1.54618532687712,NA
"gene.Y880_RS24480",1.63759213783423,NA
"gene.Y880_RS24500",1.95931475875665,NA
"gene.Y880_RS24660",1.7476417428014,NA
"gene.Y880_RS24735",1.62281265059225,NA
"gene.Y880_RS24885",1.55513935083844,NA
"gene.Y880_RS24915",1.62967045803116,NA
"gene.Y880_RS25760",1.58965306774477,NA
"gene.Y880_RS25770",1.73397776952484,NA
"gene.Y880_RS25920",1.65599134006518,NA
"gene.Y880_RS25970",1.75242403690509,NA
"gene.Y880_RS26315",1.83036782243197,NA
"gene.Y880_RS26320",1.61378981855348,NA
"gene.Y880_RS26335",1.6312761261555,NA
"gene.Y880_RS26350",1.56736450303984,NA
"gene.Y880_RS26370",1.55632283225101,"dksA"
"gene.Y880_RS26380",1.65921358553461,NA
"gene.Y880_RS26385",1.65139361636922,NA
"gene.Y880_RS26390",1.57602527341814,NA
"gene.Y880_RS26555",1.67895708069688,NA
"gene.Y880_RS26750",1.90148981382752,NA
"gene.Y880_RS26915",1.61169134187371,NA
"gene.Y880_RS26920",1.5587282094101,NA
"gene.Y880_RS27120",1.58401730222624,NA
"gene.Y880_RS27125",1.62933691283115,NA
"gene.Y880_RS27190",1.64057555689428,NA
"gene.Y880_RS27200",1.56221491318139,NA
"gene.Y880_RS27210",1.63055464683173,NA
"gene.Y880_RS27285",1.72387832007108,"guaD"
"gene.Y880_RS27745",1.62564088194588,NA
"gene.Y880_RS27760",1.59741398505395,"pcaC"
"gene.Y880_RS27985",1.5719692024354,NA
"gene.Y880_RS28075",1.98971958042899,NA
"gene.Y880_RS28180",1.64216436308015,NA
"gene.Y880_RS28235",2.00184601782711,NA
"gene.Y880_RS28240",1.88505453759677,NA
"gene.Y880_RS28245",2.00632577808605,NA
"gene.Y880_RS28250",1.71414812410992,NA
"gene.Y880_RS28275",1.79792637164702,NA
"gene.Y880_RS28280",2.04558821732963,NA
"gene.Y880_RS28340",1.90278106480833,NA
"gene.Y880_RS28470",1.81737686273014,NA
"gene.Y880_RS28475",2.0227158314407,NA
"gene.Y880_RS28480",2.08186446532402,NA
"gene.Y880_RS28495",1.56015284041041,NA
"gene.Y880_RS28535",1.82185247642447,"rpoH"
"gene.Y880_RS28795",1.84388916143468,NA
"gene.Y880_RS28800",1.63468856487985,NA
"gene.Y880_RS28980",1.65913441107717,NA
"gene.Y880_RS28990",1.6751103327668,NA
"gene.Y880_RS29025",1.70356600598792,NA
"gene.Y880_RS29030",1.56846720311481,NA
"gene.Y880_RS29045",1.91530396880964,NA
"gene.Y880_RS29050",1.76316358294711,NA
"gene.Y880_RS29140",1.9791732933805,NA
"gene.Y880_RS29150",1.79851592215622,NA
"gene.Y880_RS29155",1.87365592675964,NA
"gene.Y880_RS29160",1.78604419436388,NA
"gene.Y880_RS29165",1.56341018823082,NA
"gene.Y880_RS29175",1.70333082941521,NA
"gene.Y880_RS29220",1.67278021300505,NA
"gene.Y880_RS29415",1.92906025880857,NA
"gene.Y880_RS29420",1.69240140116961,NA
"gene.Y880_RS29425",1.99990649853451,NA
"gene.Y880_RS29950",1.68507885434599,"trpD"
"n1771",1.72569317839055,"D-Gluconic acid"
"n2544",1.61706087584096,"Rishitin"
"n2691",1.72835336427152,"[FA methyl(17:0)] 10-methyl-heptadecanoic acid"
"n2788",1.8551874865017,"tritriacontanoate"
"n2981",1.71056209422293,"Squamosinin A"
"n3139",1.79151030554424,"18-Hydroxy-16-tritriacontanone"
"n3141",1.78312370366114,"tritriacontanoate"
"neg_159",1.5629147849188,"2-Dodecylbenzenesulfonic acid"
"neg_167",2.33507522193063,"DIBEKACIN"
"neg_211",1.65307351923657,"PS(O-16:0/20:1(11Z))"
"neg_258",2.35220398300693,NA
"neg_300",1.69072756056863,"N-Undecylbenzenesulfonic acid"
"neg_328",1.61860114130693,NA
"neg_353",1.62696351770615,NA
"neg_361",1.78379023896932,NA
"neg_367",1.84697665562749,"PS(O-16:0/20:2(11Z,14Z))"
"neg_450",1.99694766886718,"L-Aspartic Acid"
"neg_509",1.79315320034677,"GlcCer(d15:2(4E,6E)/22:0(2OH))"
"neg_568",1.8419751378435,NA
"neg_640",1.57222250653314,"1-(8-[3]-ladderane-octanyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerophosphocholine"
"neg_653",1.57728276101502,NA
"neg_655",1.81410585850516,NA
"neg_743",2.31852301692738,"Benzyl benzoate"
"neg_746",1.56113181017302,"METHIONAL"
"p1174",1.8502638314509,"L-Carnitine"
"p1199",1.89104868526573,"L-Arginine"
"p3500",1.80825092200769,"Diisooctyl phthalate"
"p3562",1.96610832758959,"sn-glycero-3-Phosphocholine"
"p3832",1.58210180120744,"LysoPA(P-16:0)"
"p4718",1.69846048385657,"Glutamyl-Methionine"
"p5345",1.58611724928685,"PG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))"
"pos_1132",1.81566346381172,"16,17-epoxy-DHA"
"pos_1160",1.68192029548587,"(&plusmn;)5-HETE Lactone"
"pos_1182",1.63125506800752,NA
"pos_1348",2.13982073740453,NA
"pos_144",2.31317879089173,"1-Hexadecylamine"
"pos_280",1.71111894885358,"2,5-Dibutyl-4-methyloxazole"
"pos_396",1.79736713062009,"sn-glycero-3-Phosphocholine"
"pos_765",1.68173512946357,NA
"pos_811",1.58030375081024,"Meptazinol"
"pos_917",2.17638594157524,"L-Aspartic Acid"
