"Biomarkers for right hand group from scores plot","VIP","Name"
"gene.Y880_RS20600",2.36955465048452,"lptC"
"gene.Y880_RS20605",1.8538435621553,"lptA"
"gene.Y880_RS20780",2.23962920883466,NA
"gene.Y880_RS21115",1.84349093220997,NA
"gene.Y880_RS21565",2.86698831111436,NA
"gene.Y880_RS21965",2.03779542433066,NA
"gene.Y880_RS22045",1.9958545769289,NA
"gene.Y880_RS22700",2.27910432635586,NA
"gene.Y880_RS23280",1.88209860866331,NA
"gene.Y880_RS23305",1.86009452657996,NA
"gene.Y880_RS23310",1.90549549635952,"psd"
"gene.Y880_RS23390",2.6547167225974,NA
"gene.Y880_RS23530",2.89460949639268,NA
"gene.Y880_RS23650",2.21516638252385,NA
"gene.Y880_RS23745",1.86724731183433,NA
"gene.Y880_RS23900",2.08476944416724,"tatA"
"gene.Y880_RS23950",2.06765021872082,"mdoG"
"gene.Y880_RS23960",1.92106515356301,"pip"
"gene.Y880_RS24095",2.13634913781033,NA
"gene.Y880_RS24475",1.93508663155973,NA
"gene.Y880_RS24595",2.17507738500188,NA
"gene.Y880_RS24670",2.31050729846727,"gcvH"
"gene.Y880_RS24775",2.26291217665479,NA
"gene.Y880_RS24805",2.30790178511423,NA
"gene.Y880_RS25145",1.91239820803844,NA
"gene.Y880_RS25275",1.96050080111843,NA
"gene.Y880_RS25280",2.30598337600155,NA
"gene.Y880_RS25285",2.63549129669232,NA
"gene.Y880_RS25425",2.79850455056584,"phoB"
"gene.Y880_RS25430",2.48937404682853,NA
"gene.Y880_RS25450",2.46249372527701,"phoU"
"gene.Y880_RS25455",2.92842114253935,NA
"gene.Y880_RS25460",2.94175209101954,"pstA"
"gene.Y880_RS25465",2.87657281261522,NA
"gene.Y880_RS25470",2.6999383879733,NA
"gene.Y880_RS25500",2.21951282361223,NA
"gene.Y880_RS25770",2.19968356339068,NA
"gene.Y880_RS25895",2.01545306432598,NA
"gene.Y880_RS26125",2.13250806767221,NA
"gene.Y880_RS26130",2.55259358119216,NA
"gene.Y880_RS26320",1.84528621378853,NA
"gene.Y880_RS26325",2.22513804877484,NA
"gene.Y880_RS26330",2.22439311372158,NA
"gene.Y880_RS26640",2.25013980514702,NA
"gene.Y880_RS26695",2.12251914242594,NA
"gene.Y880_RS26785",2.18203143466207,NA
"gene.Y880_RS27670",1.88209242251375,"madL"
"gene.Y880_RS27675",1.86127723275057,"madM"
"gene.Y880_RS27915",2.10765673221985,NA
"gene.Y880_RS28290",2.2282289123902,NA
"gene.Y880_RS28355",2.08616678570224,NA
"gene.Y880_RS28535",2.18840869110597,"rpoH"
"gene.Y880_RS28595",2.43436621912463,NA
"gene.Y880_RS28795",2.08876609881744,NA
"gene.Y880_RS28800",2.13480908431623,NA
"gene.Y880_RS28805",2.11098440662002,NA
"gene.Y880_RS29330",1.99713147880043,NA
"gene.Y880_RS29965",2.44629917476783,NA
"n2251",2.53111918418186,"PG(36:1)"
"n2359",2.08170312610691,"PS(36:3)"
"n2677",2.03764410333257,"LysoPE(18:0)"
"n2690",2.49483624304997,"PS(16:0/20:3(8Z,11Z,14Z))"
"n2749",2.1118571995779,"[FA hydroxy(10:0)] 9-hydroxy-decanoic acid"
"n2896",1.95810780313215,"PE(16:0/14:1(9Z))"
"n3016",3.02727565190617,"[PA(16:0/18:2(9Z,12Z))] 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate"
"n3085",2.04008810921541,"PS(38:4)"
"n3122",2.85258250043582,"Glycerol 1-(9Z-octadecenoate) 2-tetradecanoate 3-phosphate"
"n967",2.19181232586258,"PG(16:0/16:0)"
"neg_117",2.1662044472749,"Potassium 2-(1&#39;-ethoxy) ethoxypropanoate"
"neg_123",2.94893215171476,""
"neg_151",2.92469456609041,NA
"neg_169",2.31254096466514,NA
"neg_191",2.04514560258226,"PE(18:1(9Z)/16:0)"
"neg_206",1.92382664854763,"3R-hydroxy-5Z-dodecenoic acid"
"neg_267",1.90087526937853,"(S)C(S)S-S-Methylcysteine sulfoxide"
"neg_28",2.95023033390339,NA
"neg_309",2.38412864836652,NA
"neg_319",1.88550072435274,"PGF2&alpha;-11-acetate"
"neg_337",2.20431208777818,"5-Chloro-6-methoxymellein"
"neg_348",2.1589202013608,"HEPTAMINOL"
"neg_370",2.42794371222093,"2-hydroxy capric acid"
"neg_385",1.88332473961536,"2-Methylerythritol"
"neg_402",2.07562769314129,"C75"
"neg_437",1.94317888081657,"HEPTAMINOL"
"neg_443",2.22089765031684,"Potassium 2-(1&#39;-ethoxy) ethoxypropanoate"
"neg_447",1.97051870370314,"Caproaldehyde"
"neg_492",1.98033991465663,"Diethylene glycol"
"neg_52",2.42051391510412,"Suvorexant"
"neg_572",1.90181559961434,""
"neg_607",2.90921453604663,NA
"neg_625",2.10759517702125,"(+)-7-epi--9,10-dihydrojasmonic acid"
"neg_667",2.31457764837829,NA
"neg_7",2.91951421952261,""
"neg_704",2.23912358823043,""
"neg_768",1.97905074563654,NA
"neg_771",2.32889310096617,NA
"neg_787",2.1381382717168,""
"neg_810",1.96029630655499,"1,3-Dimethyl-8-phenylxanthine"
"neg_828",2.10702878097942,"9-Methyl-7-bromoeudistomin D"
"p1164",1.98316917725657,"[PC(16:0/18:1)] 1-hexadecanoyl-2-(11Z-octadecenoyl)-sn-glycero-3-phosphocholine"
"p1637",2.52496495864469,"[SP (17:0)] heptadecasphinganine"
"p1914",2.53157727299281,"Met-Trp-Asp"
"p2060",2.48719318935925,"S-Adenosyl-L-methionine"
"p2873",2.32586856832218,"DG(36:4)"
"p2906",2.68740718480732,"5'-Methylthioadenosine"
"p3152",2.07598127252548,"11-dehydro-2,3-dinor-TXB2"
"p3153",2.08138292569134,"3',4',5'-Trimethoxycinnamyl alcohol acetate"
"p3157",2.11217386023127,"2-Phenylethyl beta-D-glucopyranoside"
"p328",2.13081546442407,"S-Decyl GSH"
"p339",2.251048740894,"[PC(14:0/18:0)] 1-tetradecanoyl-2-octadecanoyl-sn-glycero-3-phosphocholine"
"p3675",2.45551960162597,"ubiquinone-7"
"p3684",1.99307117985414,"Cycloartanyl ferulate"
"p428",1.83010514852577,"7-oxo-11E-Tetradecenoic acid"
"p4315",2.04744952900166,"DG(14:0/20:4(5Z,8Z,11Z,14Z)/0:0)"
"p433",2.36504986183248,"PE(34:1)"
"p4624",2.26640396999063,"Ala-Trp-Cys-Ser"
"p4858",2.96213957474639,"Hexadecasphinganine"
"p5448",2.39579323159295,"4-(2-Pyrazinylethenyl)phenol"
"p5682",3.11154614553177,"PC(33:0)"
"pos_1",3.18471483557465,""
"pos_1026",2.24206053498667,"Hydrazinecarbothioamide, N-methyl-2-[(5-nitro-2-thienyl)methylene]-"
"pos_1063",2.80610947930544,".beta.-Peltatin, 3'-demethoxy-O-methyl-"
"pos_1074",1.90881609020847,"Ile Glu Tyr Cys Lys"
"pos_1076",2.39260504850486,""
"pos_108",2.39038110102453,"Suvorexant"
"pos_1083",1.95475981303658,""
"pos_1086",2.16963397565569,""
"pos_1133",1.85763241013886,NA
"pos_1166",2.46947254982914,""
"pos_1222",2.54666931394144,NA
"pos_1245",2.07747423225315,"HARMANE"
"pos_127",1.84206998816407,"2-Methylerythritol"
"pos_1273",2.1062674242333,"Nelarabine"
"pos_1291",1.8519749193767,NA
"pos_1292",2.09223627008235,"0"
"pos_1295",1.87327500061198,"Capreomycin Sulfate"
"pos_1319",1.87070707369081,"(2E,4E)-N-[2-(4-Hydroxyphenyl)ethyl]-2,4-dodecadienamide"
"pos_1381",2.10901688549732,NA
"pos_1451",2.02210020082647,NA
"pos_1471",1.87357671999887,""
"pos_161",2.92766255026628,NA
"pos_170",1.90585658205465,NA
"pos_192",2.38022053467307,"Ala Cys Phe Gln"
"pos_2",2.91530015279075,""
"pos_20",2.86491117202174,NA
"pos_230",1.87989490658187,NA
"pos_233",3.09182393665571,"1-(6-[5]-ladderane-hexanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerophosphocholine"
"pos_244",2.3240536306434,NA
"pos_25",1.90349608201697,"cis-Caryophyllene"
"pos_281",2.19216354905787,"Psychosine"
"pos_329",1.90867646278035,"Methylphenidate"
"pos_352",2.50410895906851,"C17 Sphinganine"
"pos_375",2.29130730550506,"PE(20:0/22:1(13Z))"
"pos_382",2.03723542986849,NA
"pos_388",2.2749259278722,NA
"pos_398",2.14826875602391,NA
"pos_399",2.21347295840122,"COUMARINIC ACID METHYL ETHER"
"pos_4",3.16586322762327,NA
"pos_409",2.28767419147647,NA
"pos_415",3.04215147438534,NA
"pos_416",2.33400700550686,NA
"pos_428",1.87916564124997,NA
"pos_430",1.99441316920952,NA
"pos_439",1.9463246800267,"PE(18:0/18:1(9Z))[U]"
"pos_449",2.02598617211776,""
"pos_456",2.26610224866737,"C17 Sphinganine"
"pos_46",2.04840931629201,NA
"pos_460",3.13295420646319,NA
"pos_474",1.84774369333601,NA
"pos_488",2.7155506269143,"Methoprene acid"
"pos_490",1.9342753517893,"4-hydroxy-valeric acid"
"pos_508",2.90773845717159,"C17 Sphinganine"
"pos_511",2.45843342819602,NA
"pos_547",2.2219898309297,"Potassium 2-(1&#39;-ethoxy) ethoxypropanoate"
"pos_60",1.83072521382673,NA
"pos_627",1.99550638432532,"3R-aminononanoic acid"
"pos_661",2.32325109009177,NA
"pos_69",3.1400869618469,NA
"pos_700",2.53775239223827,NA
"pos_709",2.43551572294985,NA
"pos_724",2.33957943740372,NA
"pos_75",2.14475326585427,NA
"pos_767",2.66000564130887,"S 1033"
"pos_798",1.82831460936417,"11-dehydro-2,3-dinor Thromboxane B2"
"pos_80",1.94827960164771,"p-Cymene"
"pos_805",2.41124672767091,"HARMANE"
"pos_843",2.22389558766216,"5-Chloro-6-methoxymellein"
"pos_854",1.89473150961673,""
"pos_9",2.18306847241763,NA
"pos_904",1.88299770330066,"ETHOXYQUIN"
"pos_950",2.62090892767853,NA
"pos_993",1.85549026678877,"3-Ethyl-1,2-cyclopentanedione"
