"Biomarkers for left hand group from scores plot","VIP","Name"
"gene.Y880_RS27800",2.26627460426451,NA
"gene.Y880_RS27905",3.15872816162311,NA
"gene.Y880_RS27950",1.88694709294337,NA
"gene.Y880_RS28115",2.65667489239706,NA
"gene.Y880_RS28120",2.12777955232045,NA
"gene.Y880_RS28415",1.94996250909164,NA
"gene.Y880_RS28470",3.66836124001405,NA
"gene.Y880_RS28475",3.51000631640642,NA
"gene.Y880_RS28480",3.5712731542868,NA
"gene.Y880_RS28485",3.26123327084243,NA
"gene.Y880_RS28490",3.02004590879552,NA
"gene.Y880_RS28495",2.12419318093319,NA
"gene.Y880_RS29390",2.28254467198432,NA
"gene.Y880_RS29430",2.14979613049638,NA
"gene.Y880_RS29435",2.0796709687338,NA
"gene.Y880_RS29945",1.88229803199582,NA
"n3113",1.97223130117587,"N,N-Dimethylsphing-4-enine"
"n904",2.16853936775464,"2-C-Methyl-D-erythritol 4-phosphate"
"neg_137",1.83230218136122,"(&plusmn;)5-HETE Lactone"
"neg_177",2.04071484771205,"Citrulline"
"neg_189",2.02801259693666,"Ornithine"
"neg_342",2.17080493392714,"Glucaric acid lactone"
"neg_390",1.85720250688511,"Citrulline"
"neg_538",2.0635468992609,NA
"neg_561",1.91798648960006,"2-Benzoxazolinethione, 5-phenyl-"
"neg_641",2.47751432974304,"Meprobamate"
"neg_643",2.17448245728266,"Phe Arg Arg Thr"
"neg_648",2.27372297028585,NA
"neg_733",2.0047449391625,"Pifithrin-mu"
"neg_777",1.94822940206212,"Quadrigemine A"
"neg_801",1.86691686445571,""
"neg_851",2.02482749241168,NA
"p1199",2.20613795989522,"L-Arginine"
"p1920",2.17821761093865,"[SP hydroxy,hydroxy,methyl(10:2/2:0)] 6R-(8-hydroxydecyl)-2R-(hydroxymethyl)-piperidin-3R-ol"
"p4196",1.87569048842288,"L-Citrulline"
"p4309",3.9434930347313,"S-Adenosylmethioninamine"
"pos_1008",1.85176899635083,NA
"pos_1017",1.94143543190793,"Cucurbitine"
"pos_1019",1.94860205577266,NA
"pos_1053",2.29251947001476,""
"pos_1082",1.92625978785464,"CDP-4-dehydro-3,6-dideoxy-D-glucose"
"pos_115",1.97635785662082,"Oxiracetam"
"pos_1152",2.34695624533186,"Meprobamate"
"pos_1225",2.27036109512076,"Guanidinosuccinic Acid"
"pos_1272",1.8368146398774,"0"
"pos_1364",2.58146435488149,""
"pos_1378",2.63873245809384,"Notoginsenoside R10"
"pos_1385",2.09611717283617,"Glucaric acid lactone"
"pos_1386",1.85726837993684,""
"pos_142",1.82999199077697,""
"pos_144",3.08807105813102,"1-Hexadecylamine"
"pos_1467",1.99317617115789,"N-Nitrosopiperidine"
"pos_241",1.88539796302783,"[(3,21-Dihydroxy-20-{[3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl]oxy}-2-docosanyl)amino]acetic acid"
"pos_353",1.91821988699004,NA
"pos_606",1.88945477722119,"Vinyl acetic acid"
"pos_687",2.40242112967189,"&alpha;-D-Glucose"
"pos_707",1.90702074912414,NA
"pos_730",1.95722411661117,NA
"pos_83",1.94308202069185,""
"pos_848",1.89997875703953,"Acetone cyanohydrin"
"pos_85",1.97059094268496,"Citrulline"
"pos_851",1.91147123964363,""
"pos_884",2.13858525828204,"L-Isoleucine"
"pos_91",1.84826882746449,"D-2-Aminobutyric acid"
"pos_941",2.17425516217555,"&alpha;-D-Glucose"
"pos_967",1.86048932806484,NA
