"Biomarkers.for.right.hand.group.from.scores.plot","VIP","Name","apply(all, 1, wilcoxtest, grp1 = c(1:21), grp2 = c(22:42))","p6_FC - pak_FC"
"gene.Y880_RS05805",1.66299737088052,"NA",0.087143962031242,-0.741493475610268
"gene.Y880_RS05810",1.6024129390572,"NA",0.118766512958522,-0.5376567859428
"gene.Y880_RS06270",2.14572275635985,"NA",0.01866489465017,-0.514573172829758
"gene.Y880_RS06275",1.97954755281487,"NA",0.03910264642995,-0.265238676760524
"gene.Y880_RS06280",2.00603597695687,"NA",0.096831315882067,-0.268441658965388
"gene.Y880_RS06355",2.06026852783731,"NA",0.026842895862906,-0.458664431679102
"gene.Y880_RS06430",1.70957134062366,"NA",0.124769091867719,-0.334419039070559
"gene.Y880_RS06455",1.90134185678776,"modB",0.29040815875213,-0.251538766995964
"gene.Y880_RS06495",1.7854488101596,"acpP",0.025105955212351,-1.02748073642211
"gene.Y880_RS06960",1.69451098209201,"NA",0.190444259632289,-0.415037499278844
"gene.Y880_RS07275",1.93078891051531,"galU",0.012589720325133,-0.657841380638253
"gene.Y880_RS07280",2.26004259930631,"NA",0.030443580408617,-0.491853096329675
"gene.Y880_RS07845",1.91273126642541,"NA",0.012251250436436,-1.34792330342031
"gene.Y880_RS07850",1.54283880141043,"NA",0.055420468569434,-0.84799690655495
"gene.Y880_RS07855",1.68266575900226,"NA",0.026510233044756,-0.584962500721156
"gene.Y880_RS08070",1.51465178976612,"NA",0.076009912906808,-2
"gene.Y880_RS08085",1.4908605297418,"NA",0.067558072795175,-0.321928094887362
"gene.Y880_RS08095",1.98830084168084,"NA",0.006015743305038,-1
"gene.Y880_RS08400",1.63111371369372,"NA",0.10195381587147,-0.44930740136359
"gene.Y880_RS08640",1.63285009396543,"NA",0.028985604164017,-0.807354922057604
"gene.Y880_RS08660",1.72459265112857,"NA",0.124631495292609,-0.20163386116965
"gene.Y880_RS08665",1.80930231673238,"NA",0.115866812776292,-0.26960705975728
"gene.Y880_RS08670",1.99187911444377,"NA",0.051161459080416,-0.473931188332412
"gene.Y880_RS08750",1.67098421282739,"NA",0.053424969614753,-0.678071905112638
"gene.Y880_RS08985",1.92320107952142,"NA",0.002324286023495,-1.03394733192334
"gene.Y880_RS08990",1.55316132413275,"NA",0.026577884467072,-0.765534746362977
"gene.Y880_RS09000",1.6807447775061,"NA",0.018010296040918,-0.815575428862573
"gene.Y880_RS09105",1.57838250489068,"NA",0.033330818570323,-0.478047296804645
"gene.Y880_RS09490",1.72342017900475,"NA",0.03304327462522,-1.58496250072116
"gene.Y880_RS09495",1.93500794112753,"ppk2",0.124111395379834,-0.906890595608519
"gene.Y880_RS09620",1.54916655408182,"NA",0.096804263121158,-0.574470126903513
"gene.Y880_RS10105",1.85749723858671,"NA",0.062521161090248,-0.46948528330122
"gene.Y880_RS10110",1.6869899149262,"NA",0.141093786591044,-0.851677253042899
"gene.Y880_RS10115",1.80358470218506,"NA",0.060508370553686,-0.710493382805015
"gene.Y880_RS10120",2.11554514093187,"NA",0.021333477809675,-0.382857093529694
"gene.Y880_RS10185",1.84358502171619,"NA",0.045469325463101,-0.499571009490512
"gene.Y880_RS10280",1.87863629482284,"kynA",0.046844195242879,-0.357156583198344
"gene.Y880_RS10435",2.29510043090928,"NA",0.012589720325133,-1.27633122844725
"gene.Y880_RS10455",1.61267642901476,"NA",0.170118921866969,-0.228268987673117
"gene.Y880_RS10490",1.49771409147301,"NA",0.465649650094153,-0.142916267694391
"gene.Y880_RS10580",1.59724012322559,"NA",0.027676538380008,-0.683142894660059
"gene.Y880_RS11275",1.61819141228355,"NA",0.07206483534805,-0.605721060887955
"gene.Y880_RS11425",1.97014538671908,"NA",0.03340247777125,-0.78135971352466
"gene.Y880_RS11540",1.51612160982932,"NA",0.055887261961328,-0.301508553648429
"gene.Y880_RS11560",2.06770310727942,"NA",0.032013607915939,-1.4594316186373
"gene.Y880_RS11570",1.48664085480215,"queF",0.02131769809091,-0.371255807250931
"gene.Y880_RS12115",1.89054285708907,"NA",0.059182735706947,-0.849544862755911
"gene.Y880_RS12160",1.72443121662228,"NA",0.004991274199397,-0.443606651475615
"gene.Y880_RS12240",1.78557463633068,"NA",0.18659145054236,-0.267435105862839
"gene.Y880_RS12380",1.91570690772342,"NA",0.073504288133541,-0.234465253637024
"gene.Y880_RS12450",1.95043394505932,"NA",0.032455281195955,-0.253756592245782
"gene.Y880_RS12530",1.86986343666119,"NA",0.020634315492659,-0.435215381216474
"gene.Y880_RS12560",1.53237312111422,"NA",0.05739907167078,-0.830074998557688
"gene.Y880_RS12920",1.70315267708415,"NA",0.073902506096057,-0.380272081118167
"gene.Y880_RS14050",1.57827400003968,"NA",0.055857449072354,-0.700439718141093
"gene.Y880_RS14055",1.54598753606961,"NA",0.066193142055268,-0.415037499278844
"gene.Y880_RS14275",1.94284197218607,"NA",0.057035305629301,-1
"gene.Y880_RS14340",1.65293271651244,"NA",0.070051068951265,-0.53051471669878
"gene.Y880_RS14430",2.26971597514384,"NA",0.014662834712316,-0.701918647067006
"gene.Y880_RS14535",2.41753748646127,"NA",0.003454380293666,-0.362570079384708
"gene.Y880_RS14555",2.49457017109754,"NA",0.024346219921984,-0.503324031696799
"gene.Y880_RS14565",1.74529086583656,"NA",0.23679370093622,-0.174497731232137
"gene.Y880_RS14570",1.92603347032885,"NA",0.070051068951265,-0.471071534193172
"gene.Y880_RS14615",1.56911714559843,"NA",0.035347028435533,-1
"gene.Y880_RS14625",2.30076550085315,"NA",0.010278945963619,-0.983880334636724
"gene.Y880_RS15030",1.85813141689704,"NA",0.000593335999649,-0.349217316459692
"gene.Y880_RS15035",1.97711002587565,"NA",0.001458351729011,-0.478047296804645
"gene.Y880_RS15040",1.64657232797635,"NA",0.091299072388614,-0.362570079384708
"gene.Y880_RS15130",1.94131370252453,"NA",0.015179402363918,-0.807354922057604
"gene.Y880_RS15250",1.8475776941098,"NA",0.020639453745479,-1.29956028185891
"gene.Y880_RS15385",1.56059265101661,"NA",0.091799430938375,-0.736965594166207
"gene.Y880_RS15785",1.55404130424225,"NA",0.137615319311439,-0.158262083916732
"gene.Y880_RS15925",2.66772391048505,"pfkB",0.002333843496015,-1.78165441172625
"gene.Y880_RS15935",3.15943445347834,"NA",0.022788403897471,-0.777607578663551
"gene.Y880_RS15995",1.50957755575328,"NA",0.027695463774496,-0.429251358498544
"gene.Y880_RS16005",1.52337537433574,"NA",0.091720434862221,-0.526068811667588
"gene.Y880_RS16165",1.8945651393696,"NA",0.02354489154443,-0.557689570571053
"gene.Y880_RS16235",2.52195209344129,"recA",0.062206966151375,-0.461926235105379
"gene.Y880_RS16315",1.80566012017083,"NA",0.002736898700109,-0.573735245297902
"gene.Y880_RS16525",2.25995465962951,"NA",0.049708278569462,-0.652076696579694
"gene.Y880_RS16615",1.55580297724124,"NA",0.18659145054236,-0.641293500635822
"gene.Y880_RS16845",2.80852658057282,"NA",0.043326778322125,-0.536800174025615
"gene.Y880_RS16975",1.74692666082552,"NA",0.089466457210057,-0.464668267003445
"gene.Y880_RS17205",1.55024974623474,"bamB",0.062648825335019,-0.18390144487042
"gene.Y880_RS17210",1.64766141329989,"NA",0.010008440674658,-0.302408644167938
"gene.Y880_RS17300",2.11813883560532,"NA",0.01028511178016,-0.807354922057605
"gene.Y880_RS17350",1.63852732240466,"lptF",0.137726976981514,-0.347923303420307
"gene.Y880_RS17575",1.64700296010616,"narJ",0.042711984577785,-0.932885804141463
"gene.Y880_RS17580",1.51673770460365,"narH",0.186484335475718,-0.898120385980786
"gene.Y880_RS17730",1.7801331149749,"NA",0.02201011644505,-0.301655699861101
"gene.Y880_RS17735",1.66514332627851,"NA",0.048262961075403,-0.566346822553809
"gene.Y880_RS17760",1.61633982702619,"NA",0.057377901802042,-0.584962500721156
"gene.Y880_RS17935",2.14742512458235,"NA",0.00992108164013,-1.26580008250885
"gene.Y880_RS18170",1.57002144886846,"NA",0.545985468623036,-0.10741294242098
"gene.Y880_RS18240",1.51169979932525,"NA",0.113665973113079,-0.224372785464688
"gene.Y880_RS18250",2.15666634512819,"mltB",0.062638185540122,-0.253260360327815
"gene.Y880_RS18295",1.59152826897824,"NA",0.112834002247817,-0.490050853695689
"gene.Y880_RS18300",1.89069459800417,"NA",0.059151875738984,-0.319068440748122
"gene.Y880_RS18305",1.58533871688965,"NA",0.302281785221624,-0.119581615752673
"gene.Y880_RS18320",1.91660494757874,"NA",0.052583279573575,-0.282399730700725
"gene.Y880_RS18340",1.66726829267549,"NA",0.371725479108994,-0.135655099357566
"gene.Y880_RS18345",1.69785143728423,"mpl",0.485206701385866,-0.103835810984539
"gene.Y880_RS18385",2.29411186916662,"NA",0.013569297901306,-0.38578369430373
"gene.Y880_RS18390",1.55222664706643,"NA",0.039062939119858,-0.457850582817817
"gene.Y880_RS19020",2.21279839831947,"NA",0.006762783034941,-1
"gene.Y880_RS19025",2.00358258337939,"NA",0.032378034628643,-0.415037499278844
"gene.Y880_RS20085",1.75050994039722,"NA",0.296404540188636,-0.326360341202623
"gene.Y880_RS20180",1.5685466435909,"NA",0.118796397183676,-0.290677160902923
"gene.Y880_RS20190",1.67820600676751,"NA",0.182395222631617,-0.198328716445978
"gene.Y880_RS20245",1.65795466495827,"NA",0.059079877339684,-0.421137698815262
"gene.Y880_RS20260",1.8581169641973,"NA",0.052707951476889,-0.198981034726395
"gene.Y880_RS20265",2.71137242792086,"NA",0.002055611739421,-0.723668771552748
"gene.Y880_RS20270",1.84153839764925,"NA",0.166457123439636,-0.497186540632715
"gene.Y880_RS20410",2.74350279285455,"rnpB",0.046095854534063,-0.337052087743292
"gene.Y880_RS20530",1.74985036314832,"NA",0.017389176050089,-0.402098443571346
"gene.Y880_RS20565",2.4714158344169,"NA",0.016245758774661,-0.339206086319198
"gene.Y880_RS20570",2.39223597971959,"NA",0.005433214095614,-0.646801754539018
"gene.Y880_RS20575",2.25713945453538,"mlaD",0.014159880349418,-0.531927738399288
"gene.Y880_RS20580",2.32344651398037,"NA",0.012307632297566,-0.623557746033735
"gene.Y880_RS20585",2.01332743692741,"NA",0.043326778322125,-0.289795473946555
"gene.Y880_RS20590",2.4912218688653,"NA",0.073881097719886,-0.368766345348615
"gene.Y880_RS20595",2.67214764600243,"NA",0.07612546336596,-0.357102730194702
"gene.Y880_RS20600",2.36955465048452,"lptC",0.09681778956816,-0.41799081666819
"gene.Y880_RS20605",1.8538435621553,"lptA",0.049708278569462,-0.226068079479846
"gene.Y880_RS20610",1.56712615934128,"lptB",0.220232387275951,-0.258311995591392
"gene.Y880_RS20685",1.6082818039837,"NA",0.420772624022912,0.044055180077935
"gene.Y880_RS20780",2.23962920883466,"NA",0.002597948998804,-0.713695814843359
"gene.Y880_RS20895",1.57002791265659,"NA",0.070096486567525,-0.800966594095056
"gene.Y880_RS20900",1.81314088664877,"NA",0.036598562268369,-0.378511623253729
"gene.Y880_RS21085",1.61602293704975,"NA",0.134422444912238,-1.33151414371656
"gene.Y880_RS21090",1.60429773494816,"pilV",0.078206714256874,-1.14086253583985
"gene.Y880_RS21095",1.5153456015504,"NA",0.099372928680629,-0.891186512861075
"gene.Y880_RS21110",1.5267984899388,"NA",0.141013225315034,-0.888968687611256
"gene.Y880_RS21115",1.84349093220997,"NA",0.045495575969878,-0.969368381346337
"gene.Y880_RS21155",1.58065429597211,"NA",0.005865207232309,-0.311358853177175
"gene.Y880_RS21195",1.57521155375394,"NA",0.004465043608746,-0.228128790885592
"gene.Y880_RS21520",1.69867268823243,"NA",0.03677394675504,-0.34268665505416
"gene.Y880_RS21565",2.86698831111436,"NA",0.000227750242003,-0.618129364656355
"gene.Y880_RS21575",1.65759180073077,"NA",0.098879405068199,-0.447458976971221
"gene.Y880_RS21965",2.03779542433066,"NA",0.039110589105756,-0.307181509518176
"gene.Y880_RS21970",1.69147574532252,"NA",0.1248455204516,-0.18696293179885
"gene.Y880_RS21975",1.73823845641281,"mrcB",0.052071127808692,-0.388771844585039
"gene.Y880_RS22045",1.9958545769289,"NA",0.033586779368177,-1.13078660753535
"gene.Y880_RS22700",2.27910432635586,"NA",0.003959340690021,-0.475338009546658
"gene.Y880_RS22795",1.5782970925038,"NA",0.024346219921984,-0.317549654376787
"gene.Y880_RS23135",1.75983099894167,"NA",0.358405407909562,-0.281412935148649
"gene.Y880_RS23200",1.65571910501284,"NA",0.220232387275951,-0.148454539866208
"gene.Y880_RS23260",1.69794027486332,"NA",0.392272657155076,-0.164587969813585
"gene.Y880_RS23280",1.88209860866331,"NA",0.199348186811411,-0.213706693470225
"gene.Y880_RS23305",1.86009452657996,"NA",0.078206714256874,-0.299560281858907
"gene.Y880_RS23310",1.90549549635952,"psd",0.016271746415542,-0.197165274979779
"gene.Y880_RS23330",1.73812118657547,"serB",0.242085765128121,-0.210917429149317
"gene.Y880_RS23390",2.6547167225974,"NA",0.176180471233535,-0.131244533278254
"gene.Y880_RS23395",1.62600352125181,"NA",0.192959330766981,-0.149083339115942
"gene.Y880_RS23530",2.89460949639268,"NA",0.059182735706947,-0.401250547548768
"gene.Y880_RS23535",1.7425108992666,"NA",0.290681985331069,-0.262193429394424
"gene.Y880_RS23650",2.21516638252385,"NA",0.005230029349042,-1.1140717667088
"gene.Y880_RS23745",1.86724731183433,"NA",0.168201516245708,-0.251738780172618
"gene.Y880_RS23900",2.08476944416724,"tatA",0.320196304202042,-0.079434467494405
"gene.Y880_RS23945",1.60612752485214,"NA",0.121829320273953,-0.109574005809215
"gene.Y880_RS23950",2.06765021872082,"mdoG",0.049008877834709,-0.160643533468072
"gene.Y880_RS23960",1.92106515356301,"pip",0.158866896700822,-0.223774975386567
"gene.Y880_RS24095",2.13634913781033,"NA",0.034571757909933,-0.592342031086754
"gene.Y880_RS24100",1.49081447935756,"NA",0.147868881157499,-0.368644593794392
"gene.Y880_RS24110",1.74642615195917,"NA",0.184431833364782,-0.458574147562492
"gene.Y880_RS24160",1.49149705442038,"glnA",0.158883781723553,-0.231583966247916
"gene.Y880_RS24210",1.78638712492582,"NA",0.022063953660836,-0.465773145511125
"gene.Y880_RS24310",1.56163694535571,"NA",0.358424889736626,-0.106556101228687
"gene.Y880_RS24475",1.93508663155973,"NA",0.144328218964782,-0.157541276986479
"gene.Y880_RS24480",1.7501701111435,"NA",0.043326778322125,-0.975983118881464
"gene.Y880_RS24595",2.17507738500188,"NA",0.059193022830102,-0.773724144176324
"gene.Y880_RS24600",1.74196055469497,"NA",0.073881097719886,-0.966662816125887
"gene.Y880_RS24670",2.31050729846727,"gcvH",0.004473121590496,-0.489999556960065
"gene.Y880_RS24675",1.65766900171616,"gcvT",0.005873219012744,-0.522767739113812
"gene.Y880_RS24775",2.26291217665479,"NA",0.006569345414713,-1.03170885972734
"gene.Y880_RS24805",2.30790178511423,"NA",0.138928174481051,-0.245620729954288
"gene.Y880_RS24865",1.51136959021377,"NA",0.222388415582276,-0.495207847962826
"gene.Y880_RS25100",1.52249698875391,"NA",0.036743429072363,-0.366782330671623
"gene.Y880_RS25145",1.91239820803844,"NA",0.104546012185313,-0.510194732319184
"gene.Y880_RS25230",1.49940142436898,"NA",0.220232387275951,0.023083613113043
"gene.Y880_RS25275",1.96050080111843,"NA",0.102440892736343,-0.169925001442314
"gene.Y880_RS25280",2.30598337600155,"NA",0.102009357232552,-0.291971952731691
"gene.Y880_RS25285",2.63549129669232,"NA",0.005429444252798,-0.327725939425475
"gene.Y880_RS25290",1.59491244323792,"NA",0.036781577228093,-0.321928094887362
"gene.Y880_RS25425",2.79850455056584,"phoB",0.007923097060244,-0.799701349514169
"gene.Y880_RS25430",2.48937404682853,"NA",0.025898686083952,-0.716207033999408
"gene.Y880_RS25450",2.46249372527701,"phoU",0.003114966641508,-1.06847973788277
"gene.Y880_RS25455",2.92842114253935,"NA",0.000818707383994,-1.34889514248763
"gene.Y880_RS25460",2.94175209101954,"pstA",0.000516490746623,-2.02494635713023
"gene.Y880_RS25465",2.87657281261522,"NA",0.001279282565048,-2.69187770463767
"gene.Y880_RS25470",2.6999383879733,"NA",0.00085789749534,-1.47248777146274
"gene.Y880_RS25500",2.21951282361223,"NA",0.006575911373739,-0.354108500636512
"gene.Y880_RS25525",1.57453895628675,"NA",0.074043079339249,-0.436099114806674
"gene.Y880_RS25680",1.62098998073139,"NA",0.00536932339525,-0.263034405833793
"gene.Y880_RS25685",1.73372963533467,"NA",0.036613804218722,-0.321928094887363
"gene.Y880_RS25770",2.19968356339068,"NA",0.012275902781831,-0.57915687903995
"gene.Y880_RS25895",2.01545306432598,"NA",0.014105127425837,-0.355094958822562
"gene.Y880_RS25905",1.53302582660278,"NA",0.009256901315534,-0.794505499790592
"gene.Y880_RS25910",1.66839047661225,"NA",0.174263810192926,-0.251538766995964
"gene.Y880_RS26125",2.13250806767221,"NA",0.113665973113079,-0.273760812426852
"gene.Y880_RS26130",2.55259358119216,"NA",0.052736728953726,-0.76689073365595
"gene.Y880_RS26315",1.79073388237915,"NA",0.082546543105797,-0.793549122532573
"gene.Y880_RS26320",1.84528621378853,"NA",0.024271241016527,-0.533432200081075
"gene.Y880_RS26325",2.22513804877484,"NA",0.009548181006441,-0.400087157812872
"gene.Y880_RS26330",2.22439311372158,"NA",0.021344000073296,-1.00771496512801
"gene.Y880_RS26490",1.55663813051735,"NA",0.008554960424482,-0.685250557622052
"gene.Y880_RS26500",1.49459241969768,"NA",0.027545774637158,-0.744846995895951
"gene.Y880_RS26640",2.25013980514702,"NA",0.03911853218587,-0.246639967583126
"gene.Y880_RS26695",2.12251914242594,"NA",0.082471903237212,-0.409875794163065
"gene.Y880_RS26785",2.18203143466207,"NA",0.013683656498169,-0.46503688581757
"gene.Y880_RS27315",1.50279677995477,"ahpC",0.121829320273953,-0.40455175681922
"gene.Y880_RS27405",1.5294240728843,"NA",0.203679692820295,-0.229481846122767
"gene.Y880_RS27670",1.88209242251375,"madL",0.003214479925254,-1.06413033741972
"gene.Y880_RS27675",1.86127723275057,"madM",0.006510409472854,-0.777607578663552
"gene.Y880_RS27680",1.601766084323,"NA",0.147786708434133,-0.398549376490275
"gene.Y880_RS27915",2.10765673221985,"NA",0.019305507405183,-1.15380533607904
"gene.Y880_RS28065",1.62611130847738,"speB",0.022125152155929,-0.459431618637297
"gene.Y880_RS28080",1.4952233377594,"NA",0.058664749670132,-0.532682553381489
"gene.Y880_RS28205",1.76527032945043,"NA",0.104419416453928,-0.247927513443585
"gene.Y880_RS28210",1.54787431330285,"NA",0.155146085052171,-0.643856189774724
"gene.Y880_RS28290",2.2282289123902,"NA",0.025153163041055,-0.570535430085877
"gene.Y880_RS28355",2.08616678570224,"NA",0.027632395672367,-0.471071534193172
"gene.Y880_RS28420",1.52344634938668,"NA",0.035647116064614,-0.220768678856784
"gene.Y880_RS28430",1.66970221123566,"NA",0.147868881157499,-0.266174113364361
"gene.Y880_RS28535",2.18840869110597,"rpoH",0.15304489379873,-0.150703683267377
"gene.Y880_RS28545",1.69572135280588,"mtgA",0.089206759628272,-0.166649869409452
"gene.Y880_RS28590",1.77562200012445,"rdgB",0.17830390008397,-0.449802917439521
"gene.Y880_RS28595",2.43436621912463,"NA",0.055857449072354,-0.453511647093479
"gene.Y880_RS28775",1.64687314464881,"NA",0.005435099559057,-0.405638801276594
"gene.Y880_RS28785",1.58595538988944,"NA",0.018042957393519,-0.513999992432513
"gene.Y880_RS28795",2.08876609881744,"NA",0.011880436204727,-0.89582037391445
"gene.Y880_RS28800",2.13480908431623,"NA",0.001477718832869,-0.370484915065562
"gene.Y880_RS28805",2.11098440662002,"NA",0.001890055515844,-0.495650219553369
"gene.Y880_RS28820",1.5347539047121,"metF",0.001337792279324,-0.533069516447147
"gene.Y880_RS28830",1.66572047581589,"NA",0.001340615315198,-0.577585665593881
"gene.Y880_RS28990",1.54222742323971,"NA",0.082546543105797,-0.854149133536546
"gene.Y880_RS29220",1.67671644632385,"NA",0.054263636856466,-0.855610090664825
"gene.Y880_RS29330",1.99713147880043,"NA",0.007639754680077,-0.868755466721748
"gene.Y880_RS29965",2.44629917476783,"NA",0.124799664498491,-0.235488078948131
"n2001",1.58838209893097,"Asp-Met-Phe-Gly",0.002537686792511,-1.95204587124411
"n2147",1.68820771088828,"PE(14:1(9Z)/18:1(9Z))",0.016911897776639,-0.813344001967923
"n2251",2.53111918418186,"PG(36:1)",0.001530574244018,-27.7103717872008
"n2359",2.08170312610691,"PS(36:3)",0.003112420743947,-0.80063929502451
"n2434",1.63402561658136,"Ganodosterone",0.015726893858835,-0.374159517155547
"n2677",2.03764410333257,"LysoPE(18:0)",0.010812429748575,-0.412323730943825
"n2690",2.49483624304997,"PS(16:0/20:3(8Z,11Z,14Z))",0.000344432872799,-0.981743837763307
"n2749",2.1118571995779,"[FA hydroxy(10:0)] 9-hydroxy-decanoic acid",0.006190157465818,-0.422416557882684
"n2896",1.95810780313215,"PE(16:0/14:1(9Z))",0.010812429748575,-1.01884433788716
"n3016",3.02727565190617,"[PA(16:0/18:2(9Z,12Z))] 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate",4.17545586739117E-06,-1.54892876378848
"n3044",1.63016356604772,"[PE(16:0/14:0)] 1-hexadecanoyl-2-tetradecanoyl-sn-glycero-3-phosphoethanolamine",0.010008440674658,-0.945690258442173
"n3085",2.04008810921541,"PS(38:4)",0.004054090917426,-0.623424204310973
"n3111",1.62922692089856,"Ala-Met-Gln-Gln",0.029448679394596,-0.326346814919173
"n3122",2.85258250043582,"Glycerol 1-(9Z-octadecenoate) 2-tetradecanoate 3-phosphate",1.05629666930842E-05,-1.23324820055837
"n660",1.70387394050845,"Cys-Phe-Gly-Pro",0.082592088820348,-4.03427844063735
"n967",2.19181232586258,"PG(16:0/16:0)",0.002160618460454,-1.53096555121859
"neg_102",1.73264249774629,,0.073881097719886,-4.48142036613664
"neg_117",2.1662044472749,"Potassium 2-(1&#39;-ethoxy) ethoxypropanoate",0.005697393025955,-2.33329363153926
"neg_123",2.94893215171476,,6.41621342482556E-05,-0.413692328856207
"neg_130",1.50110207778168,"Gly Lys Lys Pro",0.046095854534063,-1.45687101205563
"neg_146",1.50677702278892,"0",0.015726893858835,-0.068444960259651
"neg_149",1.60949182913498,"D-Mannitol",0.078140074736033,-5.2534425909619
"neg_151",2.92469456609041,"NA",6.41621342482556E-05,-0.430297891816835
"neg_169",2.31254096466514,"NA",0.000899198311782,-2.6643328203902
"neg_187",1.75817864247573,"3-HYDROXY-4-(SUCCIN-2-YL)-CARYOLANE delta-LACTONE",0.069809616706664,-4.50764549487746
"neg_191",2.04514560258226,"PE(18:1(9Z)/16:0)",0.001215041490439,-0.526709272585983
"neg_206",1.92382664854763,"3R-hydroxy-5Z-dodecenoic acid",0.009256901315534,-0.327456440071842
"neg_207",1.75450701569376,"trifluoroacetic acid",0.022446980419135,-0.427836570942546
"neg_223",1.52862145499853,"NA",0.078140074736033,-5.68429015490451
"neg_228",1.55332438587799,"NA",0.022446980419135,-0.634504488235049
"neg_25",1.62406769483131,"Mannitol",0.065920082761288,-5.48372050947264
"neg_267",1.90087526937853,"(S)C(S)S-S-Methylcysteine sulfoxide",0.018172558482636,-0.058490967853601
"neg_28",2.95023033390339,"NA",7.29528537615053E-05,-0.421272649423376
"neg_291",1.79380119148933,"NA",0.078140074736033,-5.21381961429688
"neg_309",2.38412864836652,"NA",0.000659360590626,-0.455753445397093
"neg_319",1.88550072435274,"PGF2&alpha;-11-acetate",0.007899885422808,-0.643317657437819
